Why is this Candidate Qualified for this Position?,Why is this Candidate Qualified for this Position?,
Widow,Vdo.,
Widowed,Viudo,
Width (cm),Width (cm),
Width of amount in word,Anchura del importe de palabra,
Will also apply for variants,También se aplicará para las variantes,
Will also apply for variants unless overrridden,También se aplicará para las variantes menos que se sobre escriba,
Will be serially suffixed to maintain uniquness. Example: 'Ward' will be named as 'Ward-####',Will be serially suffixed to maintain uniquness. Example: 'Ward' will be named as 'Ward-####',
Wire Transfer,Transferencia bancaria,
Wishlist,Wishlist,
Wishlist is empty !,Wishlist is empty !,
Wishlist is empty!,Wishlist is empty!,
With Items,Con Productos,
With Operations,Con Operaciones,
Withdrawal,Retiro,
Withdrawn,Retirado,
WooCommerce Products,Productos WooCommerce,
Woocommerce Server URL,URL del servidor WooCommerce,
Woocommerce Settings,Configuración de Woocommerce,
Work Address,Dirección del trabajo,
Work Anniversary Reminder,Work Anniversary Reminder,
Work Done,Trabajo Realizado,
Work End Date,Fecha de Finalización del Trabajo,
Work Experience Calculation method,Work Experience Calculation method,
Work From Date,Trabajar Desde la Fecha,
Work From Home,Trabajar Desde Casa,
Work In Progress,Trabajo en Proceso,
Work In Progress Warehouse,Almacén de trabajo en curso,
Work Order,Orden de trabajo,
Work Order / Subcontract PO,Work Order / Subcontract PO,
Work Order Analysis,Análisis de órdenes de trabajo,
Work Order Item,Artículo de Órden de Trabajo,
Work Order Operation,Operación de Órden de Trabajo,
Work Order Qty,Cantidad de Órdenes de Trabajo,
Work Order Qty Analysis,Análisis de cantidad de órdenes de trabajo,
Work Order Stock Report,Informe de stock de Órden de Trabajo,
Work Order Summary,Resumen de la orden de trabajo,
Work Order Tree,Work Order Tree,
Work Order already created for all items with BOM,Órden de Trabajo ya creada para todos los artículos con lista de materiales,
Work Order cannot be created for following reason: <br> {0},No se puede crear una orden de trabajo por el siguiente motivo:<br> {0},
Work Order cannot be raised against a Item Template,La Órden de Trabajo no puede levantarse contra una Plantilla de Artículo,
Work Order has been {0},La orden de trabajo ha sido {0},
Work Order not created,Orden de trabajo no creada,
Work Order {0} must be cancelled before cancelling this Sales Order,La orden de trabajo {0} debe cancelarse antes de cancelar esta orden de venta,
Work Order {0} must be submitted,La Órden de Trabajo {0} debe enviarse,
Work Order {0}: Job Card not found for the operation {1},Orden de trabajo {0}: Tarjeta de trabajo no encontrada para la operación {1},
Work Orders,Órdenes de trabajo,
Work Orders Created: {0},Órdenes de trabajo creadas: {0},
Work Orders in Progress,Órdenes de Trabajo en progreso,
Work References,Work References,
Work Summary for {0},Resumen de trabajo para {0},
Work in Progress,Trabajo en proceso,
Work-in-Progress Warehouse,Almacén de trabajos en proceso,
Work-in-Progress Warehouse is required before Submit,Se requiere un almacén de trabajos en proceso antes de validar,
Workday,Jornada laboral,
Workday {0} has been repeated.,El día laboral {0} ha sido repetido.,
Worked On Holiday,Trabajó en Vacaciones,
Working,Trabajando,
Working Days,Días de Trabajo,
Working Hours,Horas de Trabajo,
Working Hours Calculation Based On,Cálculo de horas de trabajo basado en,
Working Hours Threshold for Absent,Umbral de horas de trabajo para ausentes,
Working Hours Threshold for Half Day,Umbral de horas de trabajo para medio día,
Working hours below which Absent is marked. (Zero to disable),Horas de trabajo por debajo de las cuales se marca Ausente. (Cero para deshabilitar),
Working hours below which Half Day is marked. (Zero to disable),Horas de trabajo por debajo de las cuales se marca Medio día. (Cero para deshabilitar),
Worksheet Instructions,Instrucciones de la hoja de trabajo,
Worksheet Print,Imprimir hoja de trabajo,
Workshop,Taller,
Workstation,Puesto de trabajo,
Workstation / Machine,Estación de trabajo / máquina,
Workstation Name,Nombre de la estación de trabajo,
Workstation Working Hour,Horario de la estación de trabajo,
Workstation is closed on the following dates as per Holiday List: {0},La estación de trabajo estará cerrada en las siguientes fechas según la lista de festividades: {0},
Wrapping up,Terminando,
Write Off,Desajuste,
Write Off Account,Cuenta de desajuste,
Write Off Amount,Importe de cancelación,
Write Off Amount (Company Currency),Saldo de perdidas y ganancias (Divisa por defecto),
Write Off Based On,Desajuste basado en,
Write Off Cost Center,Centro de costos de desajuste,
Write Off Details,Write Off Details,
Write Off Difference Amount,Amortizar importe de la diferencia,
Write Off Entry,Diferencia de desajuste,
Write Off Outstanding Amount,Balance de pagos pendientes,
Write Off amount cannot be greater than pending loan amount,Write Off amount cannot be greater than pending loan amount,
Write a Review,Write a Review,
Write off amount cannot be greater than pending principal amount,Write off amount cannot be greater than pending principal amount,
Writeoff,Pedir por escrito,
Written Down Value,Valor Escrito,
Written Off Amount,Written Off Amount,
Wrong,Incorrecto,
Wrong Company,Wrong Company,
Wrong Password,Contraseña incorrecta,
XML Files Processed,Archivos XML procesados,
YES,Sí,
Year,Año,
Year End Date,Fecha de Finalización de Año,
Year Name,Nombre del Año,
Year Start Date,Fecha de Inicio de Año,
Year To Date,Year To Date,
Year To Date(Company Currency),Year To Date(Company Currency),
Year of Passing,Año de Finalización,
Year start date or end date is overlapping with {0}. To avoid please set company,Fecha de inicio de año o fecha de finalización  de año está traslapando con {0}. Para evitar porfavor establezca empresa,
Yearly,Anual,
Years(s),Years(s),
Yellow,Amarillo,
Yes,Sí,
"Yes, Proceed","Si, proceder",
Yesterday,Ayer,
Yet to appear,Por aparecer,
Yield UOM,Rendimiento UOM,
You,Usted,
You are not a verified customer yet. Please contact us to proceed.,You are not a verified customer yet. Please contact us to proceed.,
You are not allowed to enroll for this course,No está permitido inscribirse en este curso.,
You are not allowed to update as per the conditions set in {} Workflow.,No se le permite actualizar según las condiciones establecidas en {} Flujo de trabajo.,
You are not authorized to add or update entries before {0},No tiene permisos para agregar o actualizar las entradas antes de {0},
You are not authorized to approve leaves on Block Dates,Usted no está autorizado para aprobar ausencias en fechas bloqueadas,
You are not authorized to make/edit Stock Transactions for Item {0} under warehouse {1} before this time.,You are not authorized to make/edit Stock Transactions for Item {0} under warehouse {1} before this time.,
You are not authorized to set Frozen value,Usted no está autorizado para definir el 'valor congelado',
You are not enrolled in program {0},No está inscrito en el programa {0},
You are not present all day(s) between compensatory leave request days,Usted no está presente todos los días entre los días de solicitud de licencia compensatoria,
You are not verified to write a review yet.,You are not verified to write a review yet.,
You are trying to unpledge more.,You are trying to unpledge more.,
You can Feature upto 8 items.,Puede presentar hasta 8 elementos.,
"You can add a row for a tax rule here. These rules can be applied on the net total, or can be a flat amount.","You can add a row for a tax rule here. These rules can be applied on the net total, or can be a flat amount.",
You can add original invoice {} manually to proceed.,Puede agregar la factura original {} manualmente para continuar.,
You can also copy-paste this link in your browser,Usted puede copiar y pegar este enlace en su navegador,
You can also set default CWIP account in Company {},También puede configurar una cuenta CWIP predeterminada en la empresa {},
"You can also set the Medical Department for the template. After saving the document, an Item will automatically be created for billing this Clinical Procedure. You can then use this template while creating Clinical Procedures for Patients. Templates save you from filling up redundant data every single time. You can also create templates for other operations like Lab Tests, Therapy Sessions, etc.","También puede configurar el Departamento Médico para la plantilla. Después de guardar el documento, se creará automáticamente un Artículo para facturar este Procedimiento Clínico. A continuación, puede utilizar esta plantilla al crear procedimientos clínicos para pacientes. Las plantillas le ahorran tener que llenar datos redundantes cada vez. También puede crear plantillas para otras operaciones como pruebas de laboratorio, sesiones de terapia, etc.",
You can change the parent account to a Balance Sheet account or select a different account.,Puede cambiar la cuenta principal a una cuenta de balance o seleccionar una cuenta diferente.,
"You can claim only an amount of {0}, the rest amount {1} should be in the application as pro-rata component","You can claim only an amount of {0}, the rest amount {1} should be in the application as pro-rata component",
"You can configure default Items for billing consultation charges, procedure consumption items and inpatient visits","Puede configurar artículos predeterminados para facturación de cargos de consulta, artículos de consumo de procedimientos y visitas a pacientes hospitalizados",
"You can create a service item for Inpatient Visit Charge and set it here. Similarly, you can set up other Healthcare Service Items for billing in this section. Click ","Puede crear un elemento de servicio para el cargo por visita hospitalaria y configurarlo aquí. Del mismo modo, puede configurar otros Elementos del servicio de atención médica para la facturación en esta sección. Hacer clic",
"You can define all the tasks which need to carried out for this crop here. The day field is used to mention the day on which the task needs to be carried out, 1 being the 1st day, etc.. ","Aquí puede definir todas las tareas que se deben llevar a cabo para este cultivo. El campo del día se usa para mencionar el día en que se debe llevar a cabo la tarea, 1 es el primer día, etc.",
You can not define multiple slabs if you have a slab with no lower and upper limits.,You can not define multiple slabs if you have a slab with no lower and upper limits.,
You can not enter current voucher in 'Against Journal Entry' column,Usted no puede ingresar Comprobante Actual en la comumna 'Contra Contrada de Diario',
You can not request for your Default Shift: {0},No puede solicitar su turno predeterminado: {0},
You can only have Plans with the same billing cycle in a Subscription,Solo puede tener Planes con el mismo ciclo de facturación en una Suscripción,
You can only redeem max {0} points in this order.,Solo puede canjear max {0} puntos en este orden.,
You can only renew if your membership expires within 30 days,Solo puede renovar si su membresía vence dentro de los 30 días,
You can only select a maximum of one option from the list of check boxes.,Solo puede seleccionar un máximo de una opción de la lista de casillas de verificación.,
You can only select one mode of payment as default,Solo puede seleccionar un método de pago por defecto,
You can only submit Leave Encashment for a valid encashment amount,Solo puede enviar la Deuda por un monto de cobro válido,
You can publish upto 200 items.,Puede publicar hasta 200 elementos.,
You can redeem upto {0}.,Puede canjear hasta {0}.,
You can't redeem Loyalty Points having more value than the Grand Total.,No puede canjear puntos de lealtad que tengan más valor que el total general.,
